PolicyNum,Year,LnCoverage,BCcov,Premium,Freq,Deduct,y,lny,yAvg,lnDeduct,Fire5,NoClaimCredit,TypeCity,TypeCounty,TypeMisc,TypeSchool,TypeTown,TypeVillage,AC00,AC05,AC10,AC15
138003,2008,1.280451785,3598265,3166,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,1,0,0
138004,2006,0.680140965,1974156,1521,1,500,45688,10.72959096,45688,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138004,2007,0.718442051,2051235,1538,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138004,2008,0.778595712,2178411,1633,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138004,2009,0.796645113,2218087,1508,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,1,0
138004,2010,0.763007143,2144716,1458,1,500,15789,9.667068774,15789,6.214608098,1,1,0,0,0,1,0,0,0,0,1,0
138005,2006,0.730167879,2075429,2802,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138005,2007,0.776339232,2173501,2630,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138005,2008,0.831328309,2296367,2778,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,0,1
138006,2006,1.664313333,5282045,2482,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138006,2007,1.710603281,5532298,2655,2,5000,90623.73,11.41447138,45311.865,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138006,2008,1.765156905,5842489,3038,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138006,2009,1.821080541,6178531,2471,1,5000,35589.37,10.47980228,35589.37,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138006,2010,1.78849197,5980427,2392,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138007,2006,1.003573505,2728013,1281,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138007,2007,1.452122831,4272174,2392,2,500,20192.13,9.913048204,10096.065,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138007,2008,1.538407538,4657168,3121,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138007,2009,1.577322695,4841975,2566,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138007,2010,1.53683281,4649840,2417,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,0,0,0,1
138010,2006,1.771625467,5880404,3705,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,1,0,0,0
138010,2007,1.817040364,6153619,3693,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,1,0,0,0
138010,2008,1.612043914,5013047,2958,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,1,0,0,0
138010,2009,1.650626112,5210241,2761,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,1,0,0,0
138010,2010,1.616560487,5035740,2669,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,1,0,0,0
138011,2006,4.647473192,104321053,39642,3,2500,67200.43,11.11543493,22400.14333,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138011,2007,4.697687533,109693217,40586,3,2500,12200.8,9.409256802,4066.933333,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138011,2008,4.750279138,115616553,42778,2,2500,39254.1,10.57781118,19627.05,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138011,2009,4.814171274,123244634,39438,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138011,2010,4.773670028,118352804,39056,4,2500,30036.01,10.31015227,7509.0025,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138014,2006,2.327501583,10252295,7689,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,1,0,0
138014,2007,2.376065454,10762474,7749,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,1,0,0
138014,2008,2.427729059,11333116,8160,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,0,1,0,0
138014,2009,2.486899579,12023939,7575,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,0,1,0,0
138014,2010,2.454112335,11636100,7447,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,0,1,0,0
138015,2006,2.621921198,13762138,13487,0,500,0,0,0,6.214608098,0,0,0,0,0,1,0,0,0,0,0,1
138015,2007,2.675095098,14513730,13787,0,500,0,0,0,6.214608098,0,0,0,0,0,1,0,0,0,0,0,1
138015,2008,2.723700297,15236598,14322,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138015,2009,2.799362217,16434162,14133,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138015,2010,2.779050612,16103725,13849,1,500,7870,8.970813341,7870,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138016,2006,4.936800828,139323815,51550,5,15000,36301.96,10.49962701,7260.392,9.61580548,1,0,0,0,0,1,0,0,0,0,0,1
138016,2007,4.986010566,146351398,54150,2,15000,5006.29,8.518450401,2503.145,9.61580548,1,0,0,0,0,1,0,0,0,0,0,1
138016,2008,5.038290635,154206195,57057,3,15000,2977.5,7.998839301,992.5,9.61580548,1,0,0,0,0,1,0,0,0,0,0,1
138016,2009,5.205928822,182350165,45588,5,25000,44163.61,10.69565643,8832.722,10.1266311,1,0,0,0,0,1,0,0,0,0,0,1
138016,2010,5.171093701,176107341,45789,0,25000,0,0,0,10.1266311,1,0,0,0,0,1,0,0,0,0,0,1
138017,2006,3.636755078,37968432,17466,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,1,0
138017,2007,3.689565294,40027443,17212,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,1,0
138017,2008,3.744149625,42273044,18177,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,0,0,1,0
138017,2009,3.799233675,44666942,16080,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,0,0,1,0
138017,2010,3.754026165,42692624,15369,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,0,0,1,0
138019,2006,3.776964848,43683255,10921,0,50000,0,0,0,10.81977828,0,0,0,0,0,1,0,0,1,0,0,0
138019,2007,3.82546019,45853897,11005,0,50000,0,0,0,10.81977828,0,0,0,0,0,1,0,0,1,0,0,0
138019,2008,3.875922721,48227178,11574,0,50000,0,0,0,10.81977828,0,1,0,0,0,1,0,0,1,0,0,0
138019,2009,3.92887261,50849618,11187,0,50000,0,0,0,10.81977828,0,1,0,0,0,1,0,0,1,0,0,0
138019,2010,3.897075059,49258161,10837,0,50000,0,0,0,10.81977828,0,1,0,0,0,1,0,0,1,0,0,0
138020,2006,5.556578896,258935474,98396,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138020,2007,5.607401937,272435513,106249,1,5000,18545.11,9.827961421,18545.11,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138020,2008,5.660658847,287337892,112063,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138020,2009,5.718582492,304473024,97431,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138020,2010,5.681378244,293353464,99739,1,5000,10779.76,9.285425581,10779.76,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138021,2006,4.497277044,89772352,32318,0,10000,0,0,0,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138021,2007,4.575772384,97103011,33985,0,10000,0,0,0,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138021,2008,4.628015708,102310848,37855,0,10000,0,0,0,9.210340372,0,1,0,0,0,1,0,0,0,0,0,1
138021,2009,4.690680678,108927299,34856,0,10000,0,0,0,9.210340372,0,1,0,0,0,1,0,0,0,0,0,1
138021,2010,4.656630753,105280767,33689,0,10000,0,0,0,9.210340372,0,1,0,0,0,1,0,0,0,0,0,1
138022,2006,3.589326652,36209686,16294,2,5000,9250.2,9.132400452,4625.1,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138022,2007,3.637685655,38003781,16722,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138022,2008,3.697580416,40349557,17754,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138022,2009,3.759525039,42928032,15454,1,5000,5000,8.517193191,5000,8.517193191,1,1,0,0,0,1,0,0,1,0,0,0
138022,2010,3.726716446,41542477,14955,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138023,2006,2.70381384,14936589,7618,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138023,2007,2.751155347,15660715,7831,1,1000,14293.2,9.567539179,14293.2,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138023,2008,2.811822897,16640224,7654,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138023,2009,2.86857833,17611962,7221,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138023,2010,2.833878476,17011311,6974,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,0,0,0,1
138025,2006,3.496985356,33015771,18489,1,2500,19155.96,9.860369173,19155.96,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138025,2007,3.559522678,35146417,16519,2,2500,14049.89,9.550369846,7024.945,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138025,2008,3.613535322,37096971,18178,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138025,2009,3.679067499,39609441,19408,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138025,2010,3.645138934,38288092,16081,0,2500,0,0,0,7.824046011,0,1,0,0,0,1,0,0,0,0,0,1
138026,2006,4.849729862,127705887,54914,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138026,2007,4.900872547,134407005,59139,2,5000,1295943.85,14.07474983,647971.925,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138026,2008,4.971130675,144189827,63444,2,5000,26769.04,10.19500127,13384.52,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138026,2009,5.138378248,170439134,64767,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138026,2010,5.102285883,164397271,64116,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138027,2006,0.080522285,1083853,932,0,1000,0,0,0,6.907755279,0,0,0,0,0,1,0,0,0,0,0,1
138027,2007,0.168028225,1182970,993,0,500,0,0,0,6.214608098,0,0,0,0,0,1,0,0,0,0,0,1
138027,2008,0.225978728,1253549,1015,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138027,2009,0.241101341,1272650,1069,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138027,2010,0.211164893,1235116,1038,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138028,2006,3.15501121,23453300,12196,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,1,0,0,0
138028,2007,3.228818948,25249818,11109,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,1,0,0,0
138028,2008,3.281299524,26610331,12240,0,2500,0,0,0,7.824046011,0,1,0,0,0,1,0,0,1,0,0,0
138030,2006,2.082180787,8021944,3770,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,1,0,0
138030,2007,2.252563411,9512088,3995,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,1,0,0
138030,2008,2.305337402,10027561,3810,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,1,0,0
138030,2009,2.371627177,10714813,3535,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,1,0
138030,2010,2.336361494,10343533,3724,1,500,1575.87,7.36256278,1575.87,6.214608098,1,1,0,0,0,1,0,0,0,0,1,0
138033,2006,3.254002863,25893782,9062,1,10000,26333.84,10.17861008,26333.84,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138033,2007,3.306526894,27290179,9552,0,10000,0,0,0,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138033,2008,3.354935583,28643759,10025,0,10000,0,0,0,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138033,2009,3.43346013,30983665,9296,0,10000,0,0,0,9.210340372,0,1,0,0,0,1,0,0,0,0,0,1
138033,2010,3.402982288,30053595,9316,0,10000,0,0,0,9.210340372,0,1,0,0,0,1,0,0,0,0,0,1
138038,2006,3.869350091,47911238,26351,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138038,2007,3.91949099,50374797,28210,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138038,2008,3.97555228,53279534,29837,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138038,2009,4.045287012,57127580,23422,0,1000,0,0,0,6.907755279,1,1,0,0,0,1,0,0,1,0,0,0
138038,2010,4.006775575,54969340,24187,2,1000,7432.56,8.913625627,3716.28,6.907755279,1,1,0,0,0,1,0,0,0,0,1,0
138040,2006,3.543765037,34596933,15569,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138040,2007,3.595235777,36424287,15662,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138040,2008,3.647500169,38378606,16503,1,2500,14459.03,9.579074412,14459.03,7.824046011,1,1,0,0,0,1,0,0,0,0,0,1
138040,2009,3.710545956,40876117,15124,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138040,2010,3.677880032,39562434,14638,1,2500,33014.07,10.40468911,33014.07,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138042,2006,3.623466871,37467237,17610,9,10000,138641.75,11.83964855,15404.63889,9.210340372,1,0,0,0,0,1,0,0,0,0,0,1
138042,2007,3.672274807,39341298,18097,4,10000,103654.59,11.5488194,25913.6475,9.210340372,1,0,0,0,0,1,0,0,0,0,0,1
138042,2008,3.724020704,41430640,19473,0,10000,0,0,0,9.210340372,1,0,0,0,0,1,0,0,0,0,0,1
138042,2009,3.789625288,44239820,18139,2,10000,46027.93,10.73700367,23013.965,9.210340372,1,0,0,0,0,1,0,0,0,0,0,1
138042,2010,4.069651533,58536561,24000,0,10000,0,0,0,9.210340372,1,0,0,0,0,1,0,0,0,0,0,1
138044,2006,3.729935141,41676405,27507,1,500,48729.79,10.79404583,48729.79,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138044,2007,3.787452011,44143779,19864,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138044,2008,3.839276254,46491814,21387,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,1,0,0,0
138044,2009,3.889287133,48876032,19551,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,1,0,0,0
138044,2010,3.851269802,47052773,18821,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138045,2006,3.907229415,49760894,21398,0,5000,0,0,0,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138045,2007,3.955800398,52237488,22461,2,5000,40694.28,10.61384282,20347.14,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138045,2008,4.008454629,55061714,23676,0,5000,0,0,0,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138045,2009,4.073565975,58766148,21744,0,5000,0,0,0,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138045,2010,4.038935793,56765900,21004,0,5000,0,0,0,8.517193191,0,1,0,0,0,1,0,0,0,0,0,1
138049,2006,3.78764749,44152409,22518,0,5000,0,0,0,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138049,2007,3.836372111,46356991,21325,0,5000,0,0,0,8.517193191,0,0,0,0,0,1,0,0,0,0,0,1
138049,2008,3.889021978,48863074,22478,0,5000,0,0,0,8.517193191,0,1,0,0,0,1,0,0,0,0,0,1
138049,2009,3.953529431,52118993,20327,0,5000,0,0,0,8.517193191,0,1,0,0,0,1,0,0,0,0,0,1
138049,2010,3.918798738,50339937,20136,0,5000,0,0,0,8.517193191,0,1,0,0,0,1,0,0,0,0,0,1
138056,2006,3.166280336,23719093,13758,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,1,0,0,0
138056,2007,3.218722973,24996179,14497,2,1000,60638.05,11.01267786,30319.025,6.907755279,1,0,0,0,0,1,0,0,1,0,0,0
138056,2008,3.266913401,26230252,14689,1,1000,2985.74,8.001602901,2985.74,6.907755279,1,0,0,0,0,1,0,0,1,0,0,0
138056,2009,3.338779987,28184720,13528,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,1,0,0,0
138056,2010,3.309974202,27384419,13144,2,1000,1920.55,7.560366882,960.275,6.907755279,1,0,0,0,0,1,0,0,1,0,0,0
138058,2009,2.45210613,11612779,8129,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138058,2010,2.42539264,11306668,9837,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138061,2006,3.840198507,46534711,18148,2,5000,6521.14,8.782804486,3260.57,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138061,2007,3.889735678,48897960,18582,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138061,2008,3.957552087,52329072,20932,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138061,2009,4.020857661,55748899,17840,1,5000,1800,7.495541944,1800,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138061,2010,3.983069144,53681538,16642,4,5000,36806.77,10.51343707,9201.6925,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138063,2006,0.262364264,1300000,897,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138063,2007,0.314007498,1368900,875,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138063,2008,0.36356684,1438451,921,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138063,2009,0.382132337,1465406,820,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138063,2010,0.387147018,1472773,839,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138067,2006,3.218738415,24996565,12498,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138067,2007,3.270029442,26312114,13156,1,5000,19465,9.87637326,19465,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138067,2008,3.32001567,27660784,13830,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138067,2009,3.370713569,29099284,12804,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138067,2010,3.32870536,27902195,12276,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138068,2006,3.268980249,26284522,15245,0,15000,0,0,0,9.61580548,0,0,0,0,0,1,0,0,0,0,0,1
138068,2007,3.317562407,27593008,15452,3,15000,1000,6.907755279,333.3333333,9.61580548,0,0,0,0,0,1,0,0,0,0,0,1
138068,2008,3.370930664,29105602,16300,2,15000,11373.87,9.339073898,5686.935,9.61580548,0,0,0,0,0,1,0,0,0,0,0,1
138068,2009,3.428202181,30821182,15103,0,15000,0,0,0,9.61580548,0,0,0,0,0,1,0,0,0,0,0,1
138068,2010,3.392998429,29755037,14877,0,15000,0,0,0,9.61580548,0,0,0,0,0,1,0,0,0,0,0,1
138070,2006,3.263236957,26133995,13066,2,1000,25776,10.15719911,12888,6.907755279,1,0,0,0,0,1,0,0,0,0,1,0
138070,2007,3.313559809,27482785,13192,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,1,0
138070,2008,3.364956268,28932232,13308,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,1,0
138070,2009,3.424225586,30698862,11973,2,1000,8000.3,8.98723432,4000.15,6.907755279,1,1,0,0,0,1,0,0,0,0,1,0
138070,2010,3.38490674,29515240,11216,0,1000,0,0,0,6.907755279,1,0,0,0,0,1,0,0,0,0,0,1
138072,2006,3.739916972,42094495,21047,1,10000,2185,7.689371108,2185,9.210340372,0,0,0,0,0,1,0,0,0,0,0,1
138073,2006,4.378102508,79686685,35062,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138073,2007,4.43281618,84168116,37034,1,5000,14470,9.57983282,14470,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138073,2008,4.48592215,88758762,39941,2,5000,23577.64,10.06805408,11788.82,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138073,2009,4.551856146,94808223,36975,1,5000,33097.59,10.40721575,33097.59,8.517193191,1,0,0,0,0,1,0,0,0,1,0,0
138073,2010,4.515109736,91387594,33813,1,5000,36952.19,10.51738019,36952.19,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138077,2006,1.480463436,4394982,3297,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138077,2007,1.529158227,4614291,3415,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,0,1
138077,2008,1.581578827,4862627,3501,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,0,1
138077,2009,1.649737082,5205611,3436,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,0,1
138077,2010,1.613686076,5021286,3414,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,0,0,0,1
138078,2006,3.477577235,32381175,18133,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138078,2007,3.669696839,39240008,21583,1,5000,19768,9.891819748,19768,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138078,2008,3.722050607,41349098,21915,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138078,2009,3.776066824,43644044,20076,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138078,2010,3.741357998,42155198,19391,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138079,2006,1.996236819,7361302,8834,1,500,4999.25,8.51704318,4999.25,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138079,2007,2.044776983,7727435,8810,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138079,2008,2.095972893,8133350,9272,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,1,0,0,0
138079,2009,2.15951821,8666961,9013,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138079,2010,2.125257884,8375057,8627,0,500,0,0,0,6.214608098,1,1,0,0,0,1,0,0,1,0,0,0
138083,2006,2.789904129,16279459,8465,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,1,0
138083,2007,2.847564345,17245726,8622,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,1,0
138083,2008,2.89544531,18091556,9046,1,2500,5345.54,8.584017847,5345.54,7.824046011,0,1,0,0,0,1,0,0,0,0,1,0
138083,2009,2.965726675,19408802,8540,2,2500,8907.8,9.094682576,4453.9,7.824046011,0,0,0,0,0,1,0,0,0,0,1,0
138083,2010,2.939074881,18898355,8505,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,1,0
138084,2006,3.32504951,27800375,16680,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138084,2007,3.461600363,31867936,19121,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138084,2008,3.514420169,33596442,20158,0,2500,0,0,0,7.824046011,1,1,0,0,0,1,0,0,0,0,0,1
138084,2009,3.580853417,35904169,18670,1,2500,57803,10.96479596,57803,7.824046011,1,1,0,0,0,1,0,0,0,0,0,1
138084,2010,3.54545399,34655415,18020,0,2500,0,0,0,7.824046011,1,0,0,0,0,1,0,0,0,0,0,1
138089,2006,3.702637674,40554132,17844,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138089,2007,3.755574648,42758784,18814,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138089,2008,3.808096328,45064569,18026,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138089,2009,3.871449043,48011907,16804,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138089,2010,3.847069251,46855540,16399,0,5000,0,0,0,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138092,2006,2.640599283,14021604,7291,0,500,0,0,0,6.214608098,0,0,0,0,0,1,0,0,0,0,1,0
138092,2007,2.693282561,14780113,7537,0,500,0,0,0,6.214608098,0,0,0,0,0,1,0,0,0,0,1,0
138092,2008,2.741831468,15515375,7914,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138092,2009,2.814933696,16692069,7678,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138092,2010,2.783849827,16181196,7605,0,500,0,0,0,6.214608098,0,1,0,0,0,1,0,0,0,0,0,1
138093,2006,3.146347841,23250993,12788,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138093,2007,3.195486577,24422054,13188,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138093,2008,3.248402782,25749180,13905,1,5000,23191.34,10.05153421,23191.34,8.517193191,1,1,0,0,0,1,0,0,0,0,0,1
138093,2009,3.309804858,27379782,12595,1,5000,30779.1,10.33459117,30779.1,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138093,2010,3.275837993,26465394,12704,0,5000,0,0,0,8.517193191,1,0,0,0,0,1,0,0,0,0,0,1
138094,2006,5.820429105,337116681,87651,3,25000,656.6,6.487075005,218.8666667,10.1266311,1,0,0,0,0,1,0,0,0,0,0,1
138094,2007,5.870045404,354265065,63768,3,50000,7670.23,8.945101881,2556.743333,10.81977828,1,0,0,0,0,1,0,0,0,0,0,1
138094,2008,5.922172393,373221618,59715,0,50000,0,0,0,10.81977828,1,0,0,0,0,1,0,0,0,0,0,1
138094,2009,5.982103999,396273250,51516,0,50000,0,0,0,10.81977828,1,0,0,0,0,1,0,0,0,0,0,1
138094,2010,5.946358284,382358360,53530,0,50000,0,0,0,10.81977828,1,1,0,0,0,1,0,0,0,0,0,1
138096,2006,4.505061942,90473948,45237,1,2500,13969.5,9.544631661,13969.5,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138096,2007,4.55752741,95347433,48627,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138096,2008,4.607343263,100217544,48104,1,2500,54655,10.90879598,54655,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138096,2009,4.679292637,107693867,43077,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138096,2010,4.652204657,104815814,41927,0,2500,0,0,0,7.824046011,0,0,0,0,0,1,0,0,0,0,0,1
138098,2006,2.777335128,16076123,8199,0,500,0,0,0,6.214608098,1,0,0,0,0,1,0,0,0,0,1,0
138098,2007,2.830141395,16947857,9153,1,500,1312.11,7.179391807,1312.11,6.214608098,1,0,0,0,0,1,0,0,0,0,1,0
