PolicyNum,ClaimNum,Year,ClaimStatus,Claim,Deduct,EntityType,Description,CoverageGroup,CoverageCode,Fire5,CountyCode,county
120073,20081656,2010,Closed,191.75,50000,County,NEwindowinTricenterbroken,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,462.55,50000,County,men'stoiletsbroken,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,196.56,50000,County,nutcrackedonwaterpipe-dmgdnursingsupplies,BC,VS,3,WAH,Washington
120073,20081656,2010,Closed,5000,50000,County,"lightning/winddamagetoFairPark,tower",BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,319,50000,County,windowinmen'srestrmshotw/pelletw/pelletgun,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,419.94,50000,County,toweldispenserinrestroomkickedandbroken,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,1244.14,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120073,20081656,2010,Closed,1796,50000,County,AEDstolenfromPAC,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,292.1,50000,County,debrisfromlawnmowerbrokewindow,BC,VE,3,WAH,Washington
120073,20081656,2010,Closed,1000,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120073,20081656,2010,Closed,1000,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120073,20081656,2010,Closed,1000,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120073,20081656,2010,Closed,1000,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120073,20081656,2010,Closed,1000,50000,County,watercamedownwalltoboosterpanel-shortedout,BC,VF,3,WAH,Washington
120074,20081656,2006,Closed,14110.78,500,County,haildamageinViroqua,BC,VE,5,VER,Vernon
120074,20081656,2006,Closed,2036,500,County,winddamage-Museum,BC,VE,5,VER,Vernon
120074,20081656,2006,Closed,1390.17,500,County,lightningdamageattower,BC,VF,5,VER,Vernon
120074,20081656,2007,Closed,3514.11,500,County,waterdamageatthejail,BC,VS,5,VER,Vernon
120074,20081656,2007,Closed,3883,500,County,winddamagetoshedatpark,BC,VE,5,VER,Vernon
120074,20081656,2007,Closed,3306.13,500,County,winddamage,BC,VE,5,VER,Vernon
120074,20081656,2007,Closed,2466.03,500,County,lightningdamagetotower,BC,VF,5,VER,Vernon
120074,20081656,2008,Closed,3726.07,500,County,lightningdamagedgenerator,BC,VF,5,VER,Vernon
120074,20081656,2009,Closed,4167,500,County,copymachinedamaged,BC,VS,5,VER,Vernon
120074,20081656,2009,Closed,623260.27,500,County,firedamageatHwyshop,BC,VF,5,VER,Vernon
120074,20081656,2010,Closed,6500,500,County,windsdamagedbarnroof,BC,VS,5,VER,Vernon
120074,20081656,2010,Closed,2948.03,500,County,lightning/winddamagetobuildings/equipment,BC,VS,5,VER,Vernon
120074,20081656,2010,Closed,1041.84,500,County,laptopknockedoffcounterdestroyingit,BC,VE,5,VER,Vernon
120076,20081656,2006,Closed,4122.73,500,County,arrowboarddamaged,BC,VE,5,MON,Monroe
120076,20081656,2006,Closed,10029.69,500,County,lightningdamage,BC,VF,5,MON,Monroe
120076,20081656,2006,Closed,607.2,500,County,vandalisminLittleFalls,BC,VE,5,MON,Monroe
120076,20081656,2006,Closed,753.34,500,County,powersurge,BC,VS,5,MON,Monroe
120076,20081656,2006,Closed,900,500,County,powersurge,BC,VS,5,MON,Monroe
120076,20081656,2007,Closed,19105.36,500,County,roofdamageatCourthouse,BC,VE,5,MON,Monroe
120076,20081656,2007,Closed,28730,500,County,stormdamagetobarns,BC,VE,5,MON,Monroe
120076,20081656,2007,Closed,15707.93,500,County,lightningdamageatmuseum,BC,VF,5,MON,Monroe
120076,20081656,2007,Closed,21831.99,500,County,lightningdamage,BC,VF,5,MON,Monroe
120076,20081656,2007,Closed,8807.65,500,County,powersurgedamageatComm.Bldg.,BC,VS,5,MON,Monroe
120076,20081656,2007,Closed,956.99,500,County,powersurgedamagedprojector,BC,VE,5,MON,Monroe
120076,20081656,2007,Closed,18184.18,500,County,powersurgedamageinSparta,BC,VS,5,MON,Monroe
120076,20081656,2008,Closed,4315.02,500,County,squirreldamagedserveratcourthouse,BC,VE,5,MON,Monroe
120076,20081656,2009,Closed,967.95,500,County,breakin&theftatMcMullenPark,BC,VE,5,MON,Monroe
120076,20081656,2009,Closed,804.88,500,County,vandalismatWegnerPark,BC,VE,5,MON,Monroe
120076,20081656,2010,Closed,2000,500,County,lightningstrikedamagedcomputerequipment,BC,VF,5,MON,Monroe
120076,20081656,2010,Closed,945,500,County,lightningdamagetoIBMPC,BC,VF,5,MON,Monroe
120076,20081656,2010,Closed,844.93,500,County,elightningdamagetointernalmodemontankgauge,BC,VF,5,MON,Monroe
120076,20081656,2010,Closed,10000,500,County,fireatlandfill,BC,VF,5,MON,Monroe
120077,20081656,2006,Closed,5761.71,500,County,lightningdamageathwyshop,BC,VF,4,DOO,Door
120077,20081656,2006,Closed,3076.71,500,County,lightningdamageatairport,BC,VF,4,DOO,Door
120077,20081656,2008,Closed,4335.33,500,County,lightningdamagetotower,BC,VF,4,DOO,Door
120077,20081656,2009,Closed,1271,500,County,ambulancegaragedoordamage,BC,VE,4,DOO,Door
120077,20081656,2009,Closed,1231,500,County,fencedamagedbyvehicle,BC,VE,4,DOO,Door
120077,20081656,2010,Closed,2875,500,County,winddamagetolightfixture,BC,VS,4,DOO,Door
120077,20081656,2010,Closed,9061.83,500,County,winddamagetosheddoors,BC,VS,4,DOO,Door
120077,20081656,2010,Closed,2200.36,500,County,lightningdamageatairport,BC,VF,4,DOO,Door
120077,20081656,2010,Closed,2095.75,500,County,ForestvilleTowerBuilding,BC,VS,4,DOO,Door
120077,20081656,2010,Closed,700,500,County,ForestvilleTowerBuilding,BC,VS,4,DOO,Door
120079,20081656,2006,Closed,1845.5,500,County,lightningdamageatGreshTower,BC,VF,5,LAN,Langlade
120079,20081656,2006,Closed,11740.85,500,County,lightningdamage,BC,VF,5,LAN,Langlade
120079,20081656,2006,Closed,7087,500,County,fire/heatdamage-fairgrounds,BC,VF,5,LAN,Langlade
120079,20081656,2007,Closed,6118,500,County,winddamagetofence,BC,VE,5,LAN,Langlade
120079,20081656,2007,Closed,1072,500,County,garagedoordamagedatshop,BC,VE,5,LAN,Langlade
120079,20081656,2008,Closed,1848.63,500,County,lightningdamageatairport,BC,VF,5,LAN,Langlade
120079,20081656,2009,Closed,2167.96,500,County,waterdamageatairport,BC,VS,5,LAN,Langlade
120079,20081656,2009,Closed,2390,500,County,lightningdamagetoantenna,BC,VF,5,LAN,Langlade
120079,20081656,2009,Closed,1000,500,County,safetybuildinghitbyplow,BC,VE,5,LAN,Langlade
120079,20081656,2009,Closed,1000,500,County,safetybuildinghitbyplow,BC,VE,5,LAN,Langlade
120079,20081656,2010,Closed,85327,500,County,winddamagetoroofoncattlebarn,BC,VE,5,LAN,Langlade
120079,20081656,2010,Closed,8326.92,500,County,WoodTechnologyBldgMetalpaneldamage,BC,VS,5,LAN,Langlade
120079,20081656,2010,Closed,5508.62,500,County,lightningdamagetoP.A.system,BC,VF,5,LAN,Langlade
120079,20081656,2010,Closed,553,500,County,glasspanelonelevatorbroken,BC,VE,5,LAN,Langlade
120079,20081656,2010,Closed,10982.22,500,County,lightningdamagetoairconditioningcompressor,BC,VF,5,LAN,Langlade
120079,20081656,2010,Closed,2000,500,County,lightningdamagetoairconditioningcompressor,BC,VF,5,LAN,Langlade
120083,20081656,2006,Closed,6570,500,County,lightningdamage,BC,VF,0,FLO,Florence
120083,20081656,2007,Closed,6172,500,County,waterdamageatKeyesParkskilodge,BC,VS,0,FLO,Florence
120083,20081656,2007,Closed,2622.5,500,County,powersurgedamageatSheriffDept.,BC,VS,0,FLO,Florence
120083,20081656,2007,Closed,2198,500,County,winddamagetoantenna,BC,VE,0,FLO,Florence
120083,20081656,2008,Closed,1980,500,County,firedamagetocounteratHomestead,BC,VF,0,FLO,Florence
120083,20081656,2009,Closed,3723.3,500,County,powersurgedamage/UPSsystem,BC,VS,0,FLO,Florence
120083,20081656,2009,Closed,8845,500,County,hwyshopgaragedoorhitbytruck,BC,VE,0,FLO,Florence
120084,20081656,2008,Closed,783,500,County,glassbreakageatUWcommons,BC,VE,3,FON,Fond du Lac
120084,20081656,2008,Closed,2970,500,County,signdamaged,BC,VE,3,FON,Fond du Lac
120084,20081656,2008,Closed,1000,500,County,signdamaged,BC,VE,3,FON,Fond du Lac
120084,20081656,2008,Closed,1000,500,County,signdamaged,BC,VE,3,FON,Fond du Lac
120084,20081656,2009,Closed,1808.26,500,County,theftofelectronics,BC,VE,3,FON,Fond du Lac
120084,20081656,2009,Closed,9087.75,500,County,lightningdamagetojailalarmsystem,BC,VF,3,FON,Fond du Lac
120086,20081656,2006,Closed,12590,1000,County,lightningdamageatcourthouse,BC,VF,5,TRE,Trempealeau
120086,20081656,2006,Closed,4029.39,1000,County,plowwingdamaged,BC,VS,5,TRE,Trempealeau
120086,20081656,2006,Closed,1046.81,1000,County,lightningdamageatTCHCC,BC,VF,5,TRE,Trempealeau
120086,20081656,2006,Closed,300,1000,County,lightningdamageatTCHCC,BC,VF,5,TRE,Trempealeau
120086,20081656,2007,Closed,11614.29,1000,County,lightningdamageatAsphaltPlant,BC,VF,5,TRE,Trempealeau
120086,20081656,2007,Closed,2780,1000,County,lightningdamageatNorthTower,BC,VF,5,TRE,Trempealeau
120086,20081656,2007,Closed,1000,1000,County,lightningdamageatNorthTower,BC,VF,5,TRE,Trempealeau
120086,20081656,2008,Closed,5599.23,1000,County,lightningdamagedcompressor,BC,VF,5,TRE,Trempealeau
120086,20081656,2008,Closed,2229.35,1000,County,sewerbackupatcourthouse,BC,VS,5,TRE,Trempealeau
120086,20081656,2008,Closed,3000,1000,County,lightningdamagedcompressor,BC,VF,5,TRE,Trempealeau
120086,20081656,2008,Closed,2000,1000,County,sewerbackupatcourthouse,BC,VS,5,TRE,Trempealeau
120086,20081656,2009,Closed,5038.69,1000,County,lightningdamageathighwayoffice,BC,VF,5,TRE,Trempealeau
120086,20081656,2009,Closed,2165.44,1000,County,waterdamageatHCC,BC,VS,5,TRE,Trempealeau
120086,20081656,2009,Closed,20265.55,1000,County,lightningdamageatHCCHVAC,BC,VF,5,TRE,Trempealeau
120086,20081656,2009,Closed,1000,1000,County,waterdamageatHCC,BC,VS,5,TRE,Trempealeau
120086,20081656,2009,Closed,9000,1000,County,lightningdamageatHCCHVAC,BC,VF,5,TRE,Trempealeau
120086,20081656,2010,Closed,5636.78,1000,County,windsprungdoorcausingdamage,BC,VE,5,TRE,Trempealeau
120086,20081656,2010,Closed,2856.52,1000,County,lightningdmgdtelephonetrunkcard,BC,VF,5,TRE,Trempealeau
120086,20081656,2010,Closed,1245.8,1000,County,"vandalismtogolfbasket,drum,tree",BC,VE,5,TRE,Trempealeau
120086,20081656,2010,Closed,690,1000,County,electricaldamagetocomputer/monitor,BC,VS,5,TRE,Trempealeau
120086,20081656,2010,Closed,14531.73,1000,County,ovenstartedonfire,BC,VF,5,TRE,Trempealeau
120086,20081656,2010,Closed,30950,1000,County,winddamagetoroofofTCHCCbarn,BC,VE,5,TRE,Trempealeau
120086,20081656,2010,Closed,5064.14,1000,County,treefellonroofduringseverestorm,BC,VE,5,TRE,Trempealeau
120087,20081656,2006,Closed,1575.45,500,County,powerfailure,BC,VS,5,WAP,Waupaca
120087,20081656,2006,Closed,909.11,500,County,plowstruckbuilding,BC,VE,5,WAP,Waupaca
120087,20081656,2006,Closed,2528.17,500,County,lightningdamageatHwy.Dept.,BC,VF,5,WAP,Waupaca
120087,20081656,2006,Closed,1535.45,500,County,lightningdamageatLakeviewManor,BC,VF,5,WAP,Waupaca
120087,20081656,2006,Closed,790,500,County,insvandamagedinsbuilding,BC,VF,5,WAP,Waupaca
120087,20081656,2006,Closed,132542.15,500,County,lightningdamage,BC,VF,5,WAP,Waupaca
120087,20081656,2007,Closed,6582.34,500,County,fuelpumpdamagedathwydept,BC,VE,5,WAP,Waupaca
120087,20081656,2007,Closed,3847.34,500,County,lightningdamageatLEC,BC,VF,5,WAP,Waupaca
120087,20081656,2007,Closed,20696.59,500,County,stormdamage(wind&hail),BC,VE,5,WAP,Waupaca
120087,20081656,2007,Closed,7000,500,County,stormdamage(wind&hail),BC,VE,5,WAP,Waupaca
120087,20081656,2008,Closed,1275,500,County,icedamage,BC,VE,5,WAP,Waupaca
120087,20081656,2008,Closed,2079.25,500,County,mercuryspill&cleanup,BC,VS,5,WAP,Waupaca
120087,20081656,2008,Closed,1018.85,500,County,lightningdamagetotower,BC,VF,5,WAP,Waupaca
120087,20081656,2008,Closed,900,500,County,lightningdamagetotower,BC,VF,5,WAP,Waupaca
120087,20081656,2009,Closed,201048.57,500,County,lighningdamageatLEC,BC,VF,5,WAP,Waupaca
120087,20081656,2009,Closed,1090,500,County,glassbreakageatLEC,BC,VE,5,WAP,Waupaca
120087,20081656,2009,Closed,688,500,County,plowhitbuildingathwyshop,BC,VE,5,WAP,Waupaca
120087,20081656,2009,Closed,2800,500,County,ambulancehitanddamagedoverhang,BC,VE,5,WAP,Waupaca
120087,20081656,2009,Closed,40000,500,County,lighningdamageatLEC,BC,VF,5,WAP,Waupaca
120087,20081656,2010,Closed,1393.8,500,County,deerhitvehicle,BC,VF,5,WAP,Waupaca
120087,20081656,2010,Closed,1653.06,500,County,fire&smokedamageatLakeview,BC,VF,5,WAP,Waupaca
120087,20081656,2010,Closed,4078.78,500,County,lightningdmgdelectroniccard&headsets,BC,VF,5,WAP,Waupaca
120088,20081656,2006,Closed,1011.64,500,County,firedamageatHoldenPark,BC,VF,6,PEP,Pepin
120088,20081656,2006,Closed,12095.84,500,County,haildamage,BC,VE,6,PEP,Pepin
120088,20081656,2009,Closed,1082.83,500,County,smoke&firedamagetowarminghouse,BC,VF,6,PEP,Pepin
120088,20081656,2009,Closed,900,500,County,smoke&firedamagetowarminghouse,BC,VF,6,PEP,Pepin
120088,20081656,2010,Closed,23546.23,500,County,lightninghitdispatchcenter&chillerunit,BC,VF,6,PEP,Pepin
120091,20081656,2006,Closed,9819.75,5000,County,fiberopticscutatDPW,BC,VE,5,WAL,Walworth
120091,20081656,2006,Closed,70990,5000,County,lightningdamage,BC,VF,5,WAL,Walworth
120091,20081656,2006,Closed,2000,5000,County,powersurge,BC,VS,5,WAL,Walworth
120091,20081656,2007,Closed,11359.78,5000,County,chemicalspillatLakelandSchool,BC,VS,5,WAL,Walworth
120091,20081656,2007,Closed,15170,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2007,Closed,1000,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2007,Closed,1000,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2007,Closed,1000,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2007,Closed,1000,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2007,Closed,1000,5000,County,windowsdamagedatLakelandSchool,BC,VE,5,WAL,Walworth
120091,20081656,2008,Closed,6499,5000,County,lightningdamageatLakelandSchool,BC,VF,5,WAL,Walworth
120091,20081656,2008,Closed,9630,5000,County,winddamagetoroofatPublicWorks,BC,VE,5,WAL,Walworth
120091,20081656,2008,Closed,3234.2,5000,County,fuelsystemdamaged,BC,VS,5,WAL,Walworth
120091,20081656,2008,Closed,3000,5000,County,fuelsystemdamaged,BC,VS,5,WAL,Walworth
120091,20081656,2009,Closed,9742.62,5000,County,waterdamageatLakeland,BC,VS,5,WAL,Walworth
120091,20081656,2009,Closed,12516.15,5000,County,scalewaterdamagedatPW,BC,VS,5,WAL,Walworth
120091,20081656,2009,Closed,10000,5000,County,scalewaterdamagedatPW,BC,VS,5,WAL,Walworth
120091,20081656,2010,Closed,110045,5000,County,windandhaildamagetocondensercoils,BC,VE,5,WAL,Walworth
120091,20081656,2010,Closed,11251.12,5000,County,lightdamagetoelectricalsystems,BC,VF,5,WAL,Walworth
120092,20081656,2006,Closed,660,500,County,firedamagetodumpster,BC,VF,50,ADA,Adams
120092,20081656,2006,Closed,12071,500,County,winddamageatSouthTower,BC,VF,50,ADA,Adams
120092,20081656,2006,Closed,818.25,500,County,dumpsterfire,BC,VF,50,ADA,Adams
120092,20081656,2006,Closed,818.25,500,County,dumpsterfire,BC,VF,50,ADA,Adams
120092,20081656,2006,Closed,818.25,500,County,firedamage,BC,VE,50,ADA,Adams
120092,20081656,2006,Closed,1778.11,500,County,vandalism,BC,VE,50,ADA,Adams
120092,20081656,2006,Closed,1000,500,County,vandalism,BC,VE,50,ADA,Adams
120092,20081656,2006,Closed,1000,500,County,vandalism,BC,VE,50,ADA,Adams
120092,20081656,2007,Closed,625,500,County,theftoftrailer,BC,VE,50,ADA,Adams
120092,20081656,2007,Closed,509.82,500,County,lightningdamage,BC,VF,50,ADA,Adams
120092,20081656,2007,Closed,500,500,County,lightningdamage,BC,VF,50,ADA,Adams
120092,20081656,2008,Closed,4672.08,2500,County,antennadamaged,BC,VE,50,ADA,Adams
120092,20081656,2009,Closed,3658.22,2500,County,tankdamage&chemicalspill,BC,VS,50,ADA,Adams
120092,20081656,2009,Closed,3000,2500,County,tankdamage&chemicalspill,BC,VS,50,ADA,Adams
120092,20081656,2010,Closed,4250,500,County,icedamagetoCastleRockboatslip,BC,PW,50,ADA,Adams
120092,20081656,2010,Closed,2478.24,2500,County,paintdamagedplaygroundequipment,BC,VE,50,ADA,Adams
120092,20081656,2010,Closed,1000,2500,County,paintdamagedplaygroundequipment,BC,VE,50,ADA,Adams
120094,20081656,2007,Closed,7723,25000,County,lightningdamagetotower,BC,VF,4,SHA,Shawano
120094,20081656,2008,Closed,7930,25000,County,camerastolen,BC,VE,4,SHA,Shawano
120094,20081656,2008,Closed,2340.45,500,County,K-9Deanoinjuredintraining,BC,SAC,4,SHA,Shawano
120094,20081656,2008,Closed,1440.6,500,County,k-9injured,BC,SAC,4,SHA,Shawano
120094,20081656,2008,Closed,1000,500,County,k-9injured,BC,SAC,4,SHA,Shawano
120094,20081656,2009,Closed,1013.38,25000,County,batteryexplodedatradiotower,BC,VS,4,SHA,Shawano
120094,20081656,2010,Closed,625,25000,County,chainlinkfencehitbyintoxicateddriver,BC,VE,4,SHA,Shawano
120095,20081656,2006,Closed,2407.8,500,County,breakin&theftatHomesteadgarage,BC,VE,0,STC,St. Croix
120095,20081656,2006,Closed,1243.65,500,County,lightningdamagetotower,BC,VF,0,STC,St. Croix
120095,20081656,2006,Closed,2962.12,500,County,glassvandalismatjail,BC,VE,0,STC,St. Croix
120095,20081656,2006,Closed,10918.73,500,County,lightningdamagetoAgBldg.,BC,VF,0,STC,St. Croix
120095,20081656,2006,Closed,1007.7,500,County,theftoftoolsfromshop,BC,VE,0,STC,St. Croix
120095,20081656,2006,Closed,1000,500,County,theftoftoolsfromshop,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,470.98,15000,County,WIndowbrokenatHHS,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,239322.75,15000,County,haildamage,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,4500,15000,County,Dmgtoexteriordoorfromattemptedbreak-in,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,89367.38,15000,County,lightningdamageatbayport,BC,VF,0,STC,St. Croix
120095,20081656,2007,Closed,2930,15000,County,garagedoordamagedatSheriff'sDept.,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,470.98,15000,County,Doorglassbroken,BC,VE,0,STC,St. Croix
120095,20081656,2007,Closed,3127.2,15000,County,lightningdamageatHHS,BC,VF,0,STC,St. Croix
120095,20081656,2008,Closed,1153.29,15000,County,glassvandalismatthejail,BC,VE,0,STC,St. Croix
120095,20081656,2008,Closed,4300,15000,County,lightningdamagedantennas,BC,VF,0,STC,St. Croix
120095,20081656,2008,Closed,729,15000,County,glassvandalismatgov'tcenter,BC,VE,0,STC,St. Croix
120095,20081656,2008,Closed,18744.29,15000,County,lightningdamageatHHSBldg,BC,VF,0,STC,St. Croix
120095,20081656,2009,Closed,2000,15000,County,GPSunitdisappearedfromsuspect'svehicle,BC,VS,0,STC,St. Croix
120095,20081656,2009,Closed,108670.67,15000,County,"waterdamagetoWildwoodTrail,bridge,roadways",BC,VE,0,STC,St. Croix
120095,20081656,2009,Closed,2000,15000,County,possiblestormdamagetogenerator,BC,VF,0,STC,St. Croix
120095,20081656,2009,Closed,23861.49,15000,County,waterdamageatLaundryBuilding,BC,VS,0,STC,St. Croix
120095,20081656,2009,Closed,450,15000,County,Lightningdamagetophonelines,BC,VF,0,STC,St. Croix
120095,20081656,2010,Closed,4950,15000,County,heavysnowcollapsedportabletoilets,BC,VS,0,STC,St. Croix
120095,20081656,2010,Closed,8865.78,500,County,caninebitbycatdruingK9training-died,BC,SAC,0,STC,St. Croix
120097,20081656,2008,Closed,8702.06,25000,County,lightningdamagetoequipment,BC,VF,5,WAR,Waushara
120097,20081656,2010,Closed,500,25000,County,shortinmainfeedtobldgdmgdfirealarmsystem,BC,VE,5,WAR,Waushara
120097,20081656,2010,Closed,779.9,25000,County,winddamagetotarpsandsaltsheds,BC,VE,5,WAR,Waushara
120097,20081656,2010,Closed,6000,25000,County,winddamagetosaltshedroofs,BC,VS,5,WAR,Waushara
120097,20081656,2010,Closed,94213,25000,County,suspiciousfire-3compactorstotalled,BC,VF,5,WAR,Waushara
120097,20081656,2010,Closed,3000,25000,County,suspiciousfire-3compactorstotalled,BC,VF,5,WAR,Waushara
120099,20081656,2006,Closed,40000.57,5000,County,firedamageatairport,BC,VF,2,BRO,Brown
120099,20081656,2006,Closed,1000,5000,County,firedamageatairport,BC,VF,2,BRO,Brown
120099,20081656,2008,Closed,2299,5000,County,winddamageatairport,BC,VE,2,BRO,Brown
120099,20081656,2008,Closed,19089.8,5000,County,lightningdamageatairport,BC,VF,2,BRO,Brown
120099,20081656,2008,Closed,55388.89,5000,County,waterdamageatResch,BC,VS,2,BRO,Brown
120099,20081656,2008,Closed,185000,5000,County,aviarycollapsed,BC,VS,2,BRO,Brown
120099,20081656,2008,Closed,2299.73,5000,County,waterdamageatReschCenter,BC,VS,2,BRO,Brown
120099,20081656,2008,Closed,1650,5000,County,lightningdamagetotower,BC,VF,2,BRO,Brown
120099,20081656,2008,Closed,1000,5000,County,overheaddoordamagedatgarage,BC,VE,2,BRO,Brown
120099,20081656,2008,Closed,590,5000,County,overheaddoordamagedatgarage,BC,VE,2,BRO,Brown
120099,20081656,2009,Closed,4308.77,5000,County,waterdamageatASIA,BC,VS,2,BRO,Brown
120099,20081656,2009,Closed,2000,5000,County,waterdamageatASIA,BC,VS,2,BRO,Brown
120099,20081656,2009,Closed,246.5,5000,County,firedamageatMtnBayTrail,BC,VF,2,BRO,Brown
120099,20081656,2010,Closed,1068.64,5000,County,rainwashedoutdrainlineundertransformer,BC,VS,2,BRO,Brown
120099,20081656,2010,Closed,800,5000,County,rainwashedoutdrainlineundertransformer,BC,VS,2,BRO,Brown
120099,20081656,2010,Closed,15852,5000,County,firedamagetoovenatCTC,BC,VF,2,BRO,Brown
120099,20081656,2010,Closed,1195,5000,County,winddamagetoroofatairport,BC,VS,2,BRO,Brown
120099,20081656,2010,Closed,3500,5000,County,vandalismtoportabletoiletsatcountypark,BC,VE,2,BRO,Brown
120099,20081656,2010,Closed,1000,5000,County,possiblelightningdamagetoelectrpowerdrive,BC,VF,2,BRO,Brown
120099,20081656,2010,Closed,7487,5000,County,windsdamagedsidingatairport,BC,VE,2,BRO,Brown
120099,20081656,2010,Closed,13111.86,5000,County,jetbridgedamagedwhileextending,BC,VS,2,BRO,Brown
120099,20081656,2010,Closed,5000,5000,County,waterdamagetobuilding,BC,VE,2,BRO,Brown
120099,20081656,2010,Closed,6000,5000,County,"lightningdmgdgarage,clocks,runwaysensor",BC,VE,2,BRO,Brown
120099,20081656,2010,Closed,550,5000,County,tusksbrokenoffelephantstatue,BC,VE,2,BRO,Brown
120099,20081656,2010,Closed,12367.23,5000,County,lightningdamagetogeneratorandlights,BC,VF,2,BRO,Brown
120099,20081656,2010,Closed,63137.28,5000,County,fireandwaterdamageatMentalHealthCenter,BC,VF,2,BRO,Brown
120099,20081656,2010,Closed,11635.69,5000,County,waterdamageinReschCenterfromheavyrain,BC,VS,2,BRO,Brown
120100,20081656,2006,Closed,6235,500,County,lightningdamage,BC,VF,9,MEN,Menominee
120100,20081656,2006,Closed,636.91,500,County,treefellonbuilding,BC,VE,9,MEN,Menominee
120100,20081656,2006,Closed,300,500,County,treefellonbuilding,BC,VE,9,MEN,Menominee
120100,20081656,2007,Closed,3176.05,1000,County,garagedoordamagedatHwyShop,BC,VE,9,MEN,Menominee
120100,20081656,2009,Closed,10188.49,2500,County,lightningdamagetoNeopitsiren,BC,VF,9,MEN,Menominee
120100,20081656,2009,Closed,9000,2500,County,lightningdamagetoNeopitsiren,BC,VF,9,MEN,Menominee
120103,20081656,2008,Closed,5837.69,25000,County,breakin&theftatAdmin.Bldg.,BC,VE,3,OZA,Ozaukee
120103,20081656,2008,Closed,3608.28,25000,County,lightningdamageattower,BC,VF,3,OZA,Ozaukee
120103,20081656,2008,Closed,1000,25000,County,lightningdamageattower,BC,VF,3,OZA,Ozaukee
120103,20081656,2010,Closed,1845,25000,County,vandalismtotower'sprotectionsystem,BC,VE,3,OZA,Ozaukee
120103,20081656,2010,Closed,67126.28,25000,County,lightningdamagetoentry&pagingsystems,BC,VF,3,OZA,Ozaukee
130010,20081656,2009,Closed,20640,2500,School,lightpolevandalized,BC,VE,7,MAT,Marathon
130084,20081656,2010,Closed,3000,10000,School,lightningdamagetofreezercompressor/roof,BC,VF,6,BUF,Buffalo
130099,20081656,2006,Closed,7078.27,500,School,lightningdamageatMS,BC,VF,5,LAN,Langlade
130099,20081656,2007,Closed,4374.91,500,School,theftofcamcorderfromHS,BC,VE,5,LAN,Langlade
130099,20081656,2008,Closed,5090,500,School,lightningdamageatHS,BC,VF,5,LAN,Langlade
130099,20081656,2008,Closed,799.95,500,School,theftofcamcorderathighschool,BC,VE,5,LAN,Langlade
130099,20081656,2009,Closed,4978.72,500,School,lightningdamageatMcKenna,BC,VF,5,LAN,Langlade
130099,20081656,2009,Closed,1134.99,500,School,liquidspilldamagedlaptop,BC,VE,5,LAN,Langlade
130099,20081656,2009,Closed,761,500,School,vandalismtoathleticsledpads,BC,VE,5,LAN,Langlade
130099,20081656,2010,Closed,35170.28,500,School,lightningdamagetoalarmsandcontrollers,BC,VF,5,LAN,Langlade
130099,20081656,2010,Closed,48415.48,500,School,winddamagetoroofofschool,BC,VS,5,LAN,Langlade
130099,20081656,2010,Closed,13993.05,500,School,lightningdamagetoaquaticcenter,BC,VF,5,LAN,Langlade
130170,20081656,2006,Closed,22799.41,5000,School,Waterdamage,BC,VS,0,ASH,Ashland
130170,20081656,2007,Closed,10144,5000,School,waterdamageHSgymfloor,BC,VS,0,ASH,Ashland
130170,20081656,2007,Closed,9000,5000,School,waterdamageHSgymfloor,BC,VS,0,ASH,Ashland
130170,20081656,2009,Closed,7717.21,5000,School,mercuryspillatLakeSuperiorM.S.,BC,VS,0,ASH,Ashland
130196,20081656,2007,Closed,933.93,500,School,waterdamageatHS,BC,VS,7,MAT,Marathon
130198,20081656,2006,Closed,320,5000,School,lightningdamageatHS,BC,VF,9,WOO,Wood
130198,20081656,2006,Closed,100,5000,School,lightningdamageatHS,BC,VF,9,WOO,Wood
130198,20081656,2006,Closed,100,5000,School,lightningdamageatHS,BC,VF,9,WOO,Wood
